ValidAphiaID,valid_name,valid_authority,kingdom,phylum,CLASS,order,family,genus,rank,FRS_Common Name,LmaxFB,Lmin,LWRa,LWRb,LWRSource,SensFC1,DEMPEL,Loo,K,Winfinity,tmax,tm,M,Lm,Temperature,maximum.length,Ecotype,common.name,Order,Group,MaxL
127154,Dicologlossa cuneata,"(Moreau, 1881)",Animalia,Chordata,Actinopteri,Pleuronectiformes,Soleidae,Dicologlossa,Species,Wedge sole,30,1.16,0.0072,3.02,FishBase,Other,Demersal,26.65919279,0.290669838,156.1822035,13.00161194,3.05199575,0.377447253,16.78132129,13.6854193,29,Demersal,Wedge sole,Pleuronectiformes,Pleuronectiformes,29
274298,Dicologlossa hexophthalma,"(Bennett, 1831)",Animalia,Chordata,Actinopteri,Pleuronectiformes,Soleidae,Dicologlossa,Species,Ocellated wedge sole,20,1.11,0.0092,3.056,FishBase,Other,Demersal,27.31188718,0.30973211,182.8483289,12.22999081,2.713236955,0.390345553,16.63609927,14.15952229,11,Demersal,Ocellated wedge sole,Pleuronectiformes,Pleuronectiformes,11
236458,Diplecogaster bimaculata bimaculata,"(Bonnaterre, 1788)",Animalia,Chordata,Actinopteri,Gobiesociformes,Gobiesocidae,Diplecogaster,Subspecies,Two-spotted clingfish,6,1,0.02,2.91,MS-S,Other,Demersal,8.749922504,0.701983078,6.998484994,3.774061695,1.083017178,1.336621101,5.445207647,17.92399521,4,Demersal,Two-spotted clingfish,Gobiesociformes,Other,4
127049,Diplodus annularis,"(Linnaeus, 1758)",Animalia,Chordata,Actinopteri,Perciformes,Sparidae,Diplodus,Species,Annular seabream,24,1.75,0.0123,3.14,FishBase,Other,Demersal,20.74724533,0.248683999,153.3442447,8.45057087,1.804819247,0.490386173,9.676883509,18.91754389,20,Benthopelagic,Annular seabream,Perciformes,Other,20
127050,Diplodus bellottii,"(Steindachner, 1882)",Animalia,Chordata,Actinopteri,Perciformes,Sparidae,Diplodus,Species,Senegal seabream,30,1.8,0.0098,3.21,FishBase,Other,Demersal,32.60147882,0.229220843,619.0986819,11.02185259,2.61961735,0.47989507,16.02785928,21.19084507,22,Benthopelagic,Senegal seabream,Perciformes,Other,22
236470,Diplodus cervinus cervinus,"(Lowe, 1838)",Animalia,Chordata,Actinopteri,Perciformes,Sparidae,Diplodus,Subspecies,Zebra seabream,55,2.07,0.0116,3.14,FishBase,Other,Demersal,41.25895697,0.147377273,1376.408972,21.37580211,4.730518084,0.27290526,21.43711365,18.74030941,49,Demersal,Zebra seabream,Perciformes,Other,49
127052,Diplodus puntazzo,"(Walbaum, 1792)",Animalia,Chordata,Actinopteri,Perciformes,Sparidae,Diplodus,Species,Sharpsnout seabream,60,1.77,0.0155,2.94,FishBase,Other,Demersal,27.33349601,0.276369029,356.0977756,9.497262393,2.237568244,0.56396247,13.79274718,20.76714238,49,Benthopelagic,Sharpsnout seabream,Perciformes,Other,49
223863,Diplodus sargus sargus,"(Linnaeus, 1758)",Animalia,Chordata,Actinopteri,Perciformes,Sparidae,Diplodus,Subspecies,White seabream,45,2.01,0.01,3.12,FishBase,Other,Demersal,31.13267182,0.226820809,636.0164321,11.98998723,2.768175836,0.464181928,15.48070862,19.74541327,44,Demersal,White seabream,Perciformes,Other,44
127054,Diplodus vulgaris,"(Geoffroy Saint-Hilaire, 1817)",Animalia,Chordata,Actinopteri,Perciformes,Sparidae,Diplodus,Species,Common two-banded seabream,45,1.86,0.0129,3.11,FishBase,Other,Demersal,33.72218198,0.232452902,675.1324861,9.604448175,2.448356257,0.513760669,16.46893946,19.11122561,48,Benthopelagic,Common two-banded seabream,Perciformes,Other,48
105762,Dipturus,"Rafinesque, 1810",Animalia,Chordata,Elasmobranchii,Rajiformes,Rajidae,Dipturus,Genus,Common skate,200,0,0.002740341,3.24225,Mean_Species,FC1,Demersal,176.7610222,0.100087784,33504.1934,16.93176805,8.734615095,0.203839015,100.2234954,14.23537381,158.75,Demersal,Common skate,Rajiformes,Elasmobranchii,235
105869,Dipturus batis,"(Linnaeus, 1758)",Animalia,Chordata,Elasmobranchii,Rajiformes,Rajidae,Dipturus,Species,Blue skate,285,22,0.0108,3.079,FishBase,Other,Demersal,234.5787378,0.070574668,65185.48196,23.18843121,11.81551792,0.131650631,134.6219855,12.46797469,235,Demersal,Blue skate,Rajiformes,Elasmobranchii,235
105870,Dipturus linteus,"(Fries, 1838)",Animalia,Chordata,Elasmobranchii,Rajiformes,Rajidae,Dipturus,Species,Sailray,123,13.97,0.00295,3.21,FB_Baysian_(Sub)family-body shape,Other,Demersal,104.3380965,0.140703815,6417.451776,15.87432149,7.81621934,0.254206491,69.10121897,14.06143674,70,Bathydemersal,Sailray,Rajiformes,Elasmobranchii,70
105871,Dipturus nidarosiensis,"(Storm, 1881)",Animalia,Chordata,Elasmobranchii,Rajiformes,Rajidae,Dipturus,Species,Black skate,200,22.92,0.00295,3.21,FB_Baysian_(Sub)family-body shape,FC1,Demersal,188.4144339,0.092357232,35336.33308,17.71672602,9.356429068,0.184539105,109.7471732,14.71177655,187,Bathydemersal,Black skate,Rajiformes,Elasmobranchii,187
105872,Dipturus oxyrinchus,"(Linnaeus, 1758)",Animalia,Chordata,Elasmobranchii,Rajiformes,Rajidae,Dipturus,Species,Longnosed skate,150,17,0.0006,3.47,FishBase,FC1,Demersal,179.7128205,0.09671542,27077.5068,10.94759346,5.950294051,0.244959831,87.42360379,15.70030725,143,Bathydemersal,Longnosed skate,Rajiformes,Elasmobranchii,143
126398,Diretmus argenteus,"Johnson, 1864",Animalia,Chordata,Actinopteri,Beryciformes,Diretmidae,Diretmus,Species,Silver spinyfin,27.6,1.91,0.01995,3.01,FB_Baysian_Body shape,Other,Pelagic,29.48571108,0.306217953,267.2136431,7.73193937,2.667259252,0.675082871,16.86864418,16.7782144,10,Bathypelagic,Silver spinyfin,Beryciformes,Other,10
126321,Dysomma brevirostre,"(Facciolà, 1887)",Animalia,Chordata,Actinopteri,Anguilliformes,Synaphobranchidae,Dysomma,Species,Pignosed arrowtooth eel,30,6.11,0.00102,3.06,FB_Baysian_Body shape,Other,Other,94.10701419,0.209076224,4288.18749,12.24451535,3.640825039,0.346140862,48.07461051,12.57018067,23,Benthopelagic,Pignosed arrowtooth eel,Anguilliformes,Other,23
150629,Echiichthys,"Bleeker, 1861",Animalia,Chordata,Actinopteri,Perciformes,Trachinidae,Echiichthys,Genus,NA,15,0,0.0105,3.05,Mean_Species,Other,Demersal,38.5911169,0.352035021,627.0822865,9.393363702,2.283093115,0.582582066,21.37318379,19.62415505,21,Demersal,Lesser weever,Perciformes,Other,21
150630,Echiichthys vipera,"(Cuvier, 1829)",Animalia,Chordata,Actinopteri,Perciformes,Trachinidae,Echiichthys,Species,Lesser weever,15,1.5,0.0105,3.05,FishBase,Other,Demersal,38.5911169,0.352035021,627.0822865,9.393363702,2.283093115,0.582582066,21.37318379,19.62415505,21,Demersal,Lesser weever,Perciformes,Other,21
126662,Echiodon dentatus,"(Cuvier, 1829)",Animalia,Chordata,Actinopteri,Ophidiiformes,Carapidae,Echiodon,Species,Pearlfish,17,6.98,0.00102,3.06,FB_Baysian_Body shape,Other,Demersal,36.85534903,0.320891841,379.1763846,8.735381807,2.527357386,0.556622362,20.81994326,14.82918514,23,Demersal,Pearlfish,Ophidiiformes,Other,23
126663,Echiodon drummondii,"Thompson, 1837",Animalia,Chordata,Actinopteri,Ophidiiformes,Carapidae,Echiodon,Species,Pearlfish,30,7.6,0.01,2.34,MS-S,Other,Demersal,36.85534903,0.320891841,379.1763846,8.735381807,2.527357386,0.556622362,20.81994326,14.82918514,42,Bathydemersal,Pearlfish,Ophidiiformes,Other,42
127340,Echiostoma barbatum,"Lowe, 1843",Animalia,Chordata,Actinopteri,Stomiiformes,Stomiidae,Echiostoma,Species,Threadfin dragonfish,36.8,2.16,0.00389,3.12,FB_Baysian_Body shape,Other,Pelagic,23.53975671,0.423800313,85.86945688,6.273550591,1.825042802,0.668768087,14.26973939,7.239542332,21,Bathypelagic,Threadfin dragonfish,Stomiiformes,Other,21
126600,Electrona risso,"(Cocco, 1829)",Animalia,Chordata,Actinopteri,Myctophiformes,Myctophidae,Electrona,Species,Electric lanternfish,8.2,1.36,0.00389,3.12,FB_Baysian_(Sub)family-body shape,Other,Pelagic,6.660774232,1.095511701,2.75573568,2.34153022,0.717401222,2.375454702,4.193189874,16.3007081,6,Bathypelagic,Electric lanternfish,Myctophiformes,Other,6
126450,Enchelyopus cimbrius,"(Linnaeus, 1766)",Animalia,Chordata,Actinopteri,Gadiformes,Lotidae,Enchelyopus,Species,Four-bearded rockling,41,3.2,0.0035,3.106,FishBase,Other,Demersal,37.25170711,0.243394999,507.6093398,10.0510792,3.475113219,0.475186985,23.64705688,10.58040116,45,Demersal,Four-bearded rockling,Gadiformes,Gadiformes,45
125724,Engraulis,"Cuvier, 1816",Animalia,Chordata,Actinopteri,Clupeiformes,Engraulidae,Engraulis,Genus,NA,20,0,0.0056,3.05,Mean_Species,Other,Pelagic,24.97865234,2.028049158,411.0415687,5.878644224,1.137615738,1.627238776,20.98252884,25.3208835,16,Pelagic,anchovylike,Clupeiformes,Other,16
126426,Engraulis encrasicolus,"(Linnaeus, 1758)",Animalia,Chordata,Actinopteri,Clupeiformes,Engraulidae,Engraulis,Species,Anchovy,20,3.5,0.0056,3.05,FishBase,Other,Pelagic,18.20784085,0.484485198,36.55964689,4.753236795,1.16282032,0.858747909,10.22422003,14.16980523,28,Pelagic,Anchovy,Clupeiformes,Other,28
127379,Entelurus aequoreus,"(Linnaeus, 1758)",Animalia,Chordata,Actinopteri,Syngnathiformes,Syngnathidae,Entelurus,Species,Snake pipefish,40,2.54,0.0008,2.5939,English,Other,Demersal,18.2326476,0.96196836,11.68263825,3.899769042,0.887895413,1.065511573,10.57899914,17.63615351,56,Demersal,Snake pipefish,Syngnathiformes,Other,56
127413,Ephippion guttifer,"(Bennett, 1831)",Animalia,Chordata,Actinopteri,Tetraodontiformes,Tetraodontidae,Ephippion,Species,Prickly puffer,80,2.46,0.0316,2.87,Modelled_Family,Other,Demersal,29.62715653,0.480316932,525.3195918,5.969297314,1.832532853,0.942314837,17.41358922,19.107776,43,Demersal,Prickly puffer,Tetraodontiformes,Other,43
126857,Epigonus denticulatus,"Dieuzeide, 1950",Animalia,Chordata,Actinopteri,Perciformes,Epigonidae,Epigonus,Species,Pencil cardinal,20,1.66,0.0045,3.26,FishBase,Other,Demersal,68.45381962,0.167951157,3612.423678,21.20398209,4.692469628,0.222914983,37.62805701,16.93231325,21,Bathydemersal,Pencil cardinal,Perciformes,Other,21
126858,Epigonus telescopus,"(Risso, 1810)",Animalia,Chordata,Actinopteri,Perciformes,Epigonidae,Epigonus,Species,Black cardinal fish,75,2.15,0.01288,2.9642,MS-S,FC1,Demersal,127.4532745,0.070709063,24773.59879,47.21182006,10.20052738,0.088571924,66.86067743,14.28197695,42,Bathydemersal,Black cardinal fish,Perciformes,Other,42
127033,Epinephelus caninus,"(Valenciennes, 1843)",Animalia,Chordata,Actinopteri,Perciformes,Serranidae,Epinephelus,Species,Dogtooth grouper,164,2.03,0.01607728,2.89775,Modelled_Family,Other,Demersal,101.3402781,0.111590649,14589.66126,25.04306334,8.199110847,0.195058346,54.88698912,23.33652711,25,Demersal,Dogtooth grouper,Perciformes,Other,25
105911,Etmopterus princeps,"Collett, 1904",Animalia,Chordata,Elasmobranchii,Squaliformes,Etmopteridae,Etmopterus,Species,Great lanternshark,75,14.4,0.0028,3.15,FishBase,FC1,Demersal,85.86053284,0.068054489,4443.549068,41.05756352,21.0354999,0.121515473,63.10109482,11.45901377,32,Bathydemersal,Great lanternshark,Squaliformes,Elasmobranchii,32
105912,Etmopterus pusillus,"(Lowe, 1839)",Animalia,Chordata,Elasmobranchii,Squaliformes,Etmopteridae,Etmopterus,Species,Smooth lanternshark,50,12.8,0.0044,3,FishBase,FC1,Demersal,85.86053284,0.068054489,4443.549068,41.05756352,21.0354999,0.121515473,63.10109482,11.45901377,44,Benthopelagic,Smooth lanternshark,Squaliformes,Elasmobranchii,44
105913,Etmopterus spinax,"(Linnaeus, 1758)",Animalia,Chordata,Elasmobranchii,Squaliformes,Etmopteridae,Etmopterus,Species,Velvet belly,60,13,0.0026,3.15,FishBase,FC1,Demersal,85.86053284,0.068054489,4443.549068,41.05756352,21.0354999,0.121515473,63.10109482,11.45901377,61,Bathydemersal,Velvet belly,Squaliformes,Elasmobranchii,61
150636,Eutrigla,"Fraser-Brunner, 1938",Animalia,Chordata,Actinopteri,Scorpaeniformes,Triglidae,Eutrigla,Genus,NA,60,0,0.00915,2.9998,Mean_Species,Other,Demersal,36.95081416,0.342346592,410.2022195,11.46803561,3.714844477,0.465526731,24.29060791,11.46677502,58,Demersal,Grey gurnard,Scorpaeniformes,Scorpaeniformes,58
150637,Eutrigla gurnardus,"(Linnaeus, 1758)",Animalia,Chordata,Actinopteri,Scorpaeniformes,Triglidae,Eutrigla,Species,Grey gurnard,60,2.5,0.00915,2.9998,FishBase,Other,Demersal,36.95081416,0.342346592,410.2022195,11.46803561,3.714844477,0.465526731,24.29060791,11.46677502,58,Demersal,Grey gurnard,Scorpaeniformes,Scorpaeniformes,58
126338,Evermannella balbo,"(Risso, 1820)",Animalia,Chordata,Actinopteri,Aulopiformes,Evermannellidae,Evermannella,Species,Balbo sabretooth,16.9,1.7,0.00417,3.12,FB_Baysian_(Sub)family-body shape,Other,Pelagic,26.04982061,0.5065954,109.7618608,5.084383986,1.507609399,0.876932643,14.8216515,14.16252055,12,Bathypelagic,Balbo sabretooth,Aulopiformes,Other,12
126307,Facciolella oxyrhyncha,"(Bellotti, 1883)",Animalia,Chordata,Actinopteri,Anguilliformes,Nettastomatidae,Facciolella,Species,Facciola's sorcerer,64.9,6.95,0.00081,3.02,FB_Baysian_(Sub)family-body shape,Other,Demersal,69.47671695,0.228845896,1592.010177,11.41145825,3.373873195,0.36175517,37.6271418,7.793800245,71,Demersal,Facciola's sorcerer,Anguilliformes,Other,71
126488,Gadella maraldi,"(Risso, 1810)",Animalia,Chordata,Actinopteri,Gadiformes,Moridae,Gadella,Species,Gadella,30,2.12,0.00301,3.304,FishBase,Other,Demersal,56.8028357,0.198222489,1375.001169,14.824057,4.403570555,0.333512134,34.05741734,11.59407685,22,Benthopelagic,Gadella,Gadiformes,Gadiformes,22
125731,Gadiculus,"Guichenot, 1850",Animalia,Chordata,Actinopteri,Gadiformes,Gadidae,Gadiculus,Genus,NA,15,0,0.01757841,2.7619,Mean_Species,Other,Pelagic,17.46455954,0.512065873,52.78985936,4.57476892,1.225221212,1.050210708,10.38942353,12.43821432,19,Pelagic,Silvery pout,Gadiformes,Gadiformes,19
126435,Gadiculus argenteus,"Guichenot, 1850",Animalia,Chordata,Actinopteri,Gadiformes,Gadidae,Gadiculus,Species,Silvery pout,15,2.9,0.003829,3.321,FishBase,Other,Pelagic,17.04805002,0.465078384,50.92828026,4.187524972,1.155929061,1.079030804,9.503762257,13.52843448,21,Pelagic,Silvery pout,Gadiformes,Gadiformes,21
300719,Gadiculus thori,"Schmidt, 1913",Animalia,Chordata,Actinopteri,Gadiformes,Gadidae,Gadiculus,Species,NONE,15,2.07,0.0807,2.2028,Scottish,Other,Pelagic,17.88106905,0.559053362,54.65143845,4.962012867,1.294513362,1.021390612,11.27508481,11.34799416,17,Pelagic,Silver,Gadiformes,Gadiformes,17
126436,Gadus morhua,"Linnaeus, 1758",Animalia,Chordata,Actinopteri,Gadiformes,Gadidae,Gadus,Species,Cod,200,4.5,0.0079,3.05,FishBase,FC1,Demersal,105.8507373,0.168489075,12310.01753,15.02334154,2.135371745,0.270287992,45.13793497,5.563263664,140,Benthopelagic,Cod,Gadiformes,Gadiformes,140
125743,Gaidropsarus,"Rafinesque, 1810",Animalia,Chordata,Actinopteri,Gadiformes,Lotidae,Gaidropsarus,Genus,NA,60,0,0.006265875,3.054524,Mean_Species,Other,Demersal,43.14811349,0.283981902,763.1655941,10.4175776,3.219388592,0.500756336,26.68985485,12.00709966,31,Bathydemersal,Rocklings,Gadiformes,Gadiformes,31
126451,Gaidropsarus argentatus,"(Reinhardt, 1837)",Animalia,Chordata,Actinopteri,Gadiformes,Lotidae,Gaidropsarus,Species,Arctic rockling,35,2.24,0.00594,3.03507,Scottish,Other,Demersal,45.83739959,0.26151154,875.3861652,10.99769127,3.405952076,0.462495203,28.2142552,11.7108634,31,Bathydemersal,Arctic rockling,Gadiformes,Gadiformes,31
126452,Gaidropsarus biscayensis,"(Collett, 1890)",Animalia,Chordata,Actinopteri,Gadiformes,Lotidae,Gaidropsarus,Species,Mediterranean bigeye rockling,40,2.28,0.00407,3.09,FB_Baysian_(Sub)family-body shape,Other,Demersal,45.83739959,0.26151154,875.3861652,10.99769127,3.405952076,0.462495203,28.2142552,11.7108634,18,Benthopelagic,Mediterranean bigeye rockling,Gadiformes,Gadiformes,18
126456,Gaidropsarus macrophthalmus,"(Günther, 1867)",Animalia,Chordata,Actinopteri,Gadiformes,Lotidae,Gaidropsarus,Species,Bigeye rockling,25,2.13,0.00634,2.95,FishBase,Other,Demersal,45.83739959,0.26151154,875.3861652,10.99769127,3.405952076,0.462495203,28.2142552,11.7108634,27,Demersal,Bigeye rockling,Gadiformes,Gadiformes,27
126457,Gaidropsarus mediterraneus,"(Linnaeus, 1758)",Animalia,Chordata,Actinopteri,Gadiformes,Lotidae,Gaidropsarus,Species,Shore rockling,50,1.9,0.0051,2.9986,FishBase,Other,Demersal,32.39096909,0.37386335,314.2833098,8.097122928,2.473134657,0.653800866,20.59225344,13.19204468,29,Demersal,Shore rockling,Gadiformes,Gadiformes,29
126458,Gaidropsarus vulgaris,"(Cloquet, 1824)",Animalia,Chordata,Actinopteri,Gadiformes,Lotidae,Gaidropsarus,Species,Three-bearded rockling,60,1.9,0.0044,3.21,FishBase,Other,Demersal,45.83739959,0.26151154,875.3861652,10.99769127,3.405952076,0.462495203,28.2142552,11.7108634,50,Demersal,Three-bearded rockling,Gadiformes,Gadiformes,50
105820,Galeorhinus galeus,"(Linnaeus, 1758)",Animalia,Chordata,Elasmobranchii,Carcharhiniformes,Triakidae,Galeorhinus,Species,Tope,193,36.5,0.0047,2.994,FishBase,FC1,Demersal,175.2098597,0.126130339,27951.02846,45.54843335,12.63586846,0.10510225,130.6444133,16.47136249,180,Benthopelagic,Tope,Carcharhiniformes,Elasmobranchii,180
105811,Galeus atlanticus,"(Vaillant, 1888)",Animalia,Chordata,Elasmobranchii,Carcharhiniformes,Pentanchidae,Galeus,Species,Atlantic sawtail cat shark,45,8.27,0.0023,3.07,FishBase,FC1,Demersal,121.1463967,0.180179494,7511.545734,15.8082134,5.783051623,0.264547451,76.2641265,16.08713706,56,Bathydemersal,Atlantic sawtail cat shark,Carcharhiniformes,Elasmobranchii,56
105812,Galeus melastomus,"Rafinesque, 1810",Animalia,Chordata,Elasmobranchii,Carcharhiniformes,Pentanchidae,Galeus,Species,Black mouthed dogfish,90,9.49,0.0034,2.96,FishBase,FC1,Demersal,121.1463967,0.180179494,7511.545734,15.8082134,5.783051623,0.264547451,76.2641265,16.08713706,100,Demersal,Black mouthed dogfish,Carcharhiniformes,Elasmobranchii,100
105813,Galeus murinus,"(Collett, 1904)",Animalia,Chordata,Elasmobranchii,Carcharhiniformes,Pentanchidae,Galeus,Species,Mouse catshark,63,8.5,0.00316,3.11,FB_Baysian_(Sub)family-body shape,FC1,Demersal,121.1463967,0.180179494,7511.545734,15.8082134,5.783051623,0.264547451,76.2641265,16.08713706,59,Bathydemersal,Mouse catshark,Carcharhiniformes,Elasmobranchii,59
125476,Gasterosteidae,"Bonaparte, 1831",Animalia,Chordata,Actinopteri,Gasterosteiformes,Gasterosteidae,0,Family,NA,22,0,0.006140439,3.032667,Mean_Species,Other,Demersal,10.48865003,1.514923773,10.56977894,3.118531995,0.667642347,1.671814864,6.931550012,11.29341913,16,Bathydemersal,Sticklebacks,Gasterosteiformes,Other,16
236462,Gasterosteus aculeatus aculeatus,"Linnaeus, 1758",Animalia,Chordata,Actinopteri,Gasterosteiformes,Gasterosteidae,Gasterosteus,Species,Three-spined stickleback,11,1.1,0.0105,3.049,FishBase,Other,Demersal,7.091768081,1.746015515,2.975436006,2.644246029,0.531860066,1.944565444,4.735745848,12.15818219,13,Bathydemersal,Three-spined stickleback,Gasterosteiformes,Other,13
293602,Gasterosteus aculeatus williamsoni,"Girard, 1854",Animalia,Chordata,Actinopteri,Gasterosteiformes,Gasterosteidae,Gasterosteus,Subspecies,Three-spined stickleback,11,1.1,0.0105,3.049,FishBase,Other,Demersal,7.091768081,1.746015515,2.975436006,2.644246029,0.531860066,1.944565444,4.735745848,12.15818219,7,Bathydemersal,Three-spined stickleback,Gasterosteiformes,Other,7
126717,Glossanodon leioglossus,"(Valenciennes, 1848)",Animalia,Chordata,Actinopteri,Osmeriformes,Argentinidae,Glossanodon,Species,Smalltoothed argentine,20,4.78,0.0022,3.32,FishBase,Other,Demersal,22.57741883,0.502945619,96.141161,6.357582124,2.214493865,0.936850579,15.23734707,14.91658587,18,Bathydemersal,Smalltoothed argentine,Osmeriformes,Other,18
127136,Glyptocephalus cynoglossus,"(Linnaeus, 1758)",Animalia,Chordata,Actinopteri,Pleuronectiformes,Pleuronectidae,Glyptocephalus,Species,Witch,60,4.2,0.0019,3.35,FishBase,Other,Demersal,43.42856301,0.202210623,617.5310182,22.71093981,5.601040141,0.22485103,26.95226941,8.06672389,54,Demersal,Witch,Pleuronectiformes,Pleuronectiformes,54
126287,Gnathophis mystax,"(Delaroche, 1809)",Animalia,Chordata,Actinopteri,Anguilliformes,Congridae,Gnathophis,Species,Thinlip conger,60,6.86,0.001,3.058,FishBase,Other,Demersal,75.94278165,0.153173129,3380.001557,14.69487227,4.53993652,0.287736664,39.17870861,11.51579105,65,Demersal,Thinlip conger,Anguilliformes,Other,65
125477,Gobiesocidae,"Bleeker, 1859",Animalia,Chordata,Actinopteri,Gobiesociformes,Gobiesocidae,0,Family,NA,6.5,0,0.01466982,3.003333,Mean_Species,Other,Demersal,8.749922504,0.701983078,6.998484994,3.774061695,1.083017178,1.336621101,5.445207647,17.92399521,7,Demersal,Clingfish,Gobiesociformes,Other,7
125537,Gobiidae,"Cuvier, 1816",Animalia,Chordata,Actinopteri,Perciformes,Gobiidae,0,Family,NA,27,0,0.007087382,3.103394118,Mean_Species,Other,Demersal,24.97865234,2.028049158,411.0415687,5.878644224,1.137615738,1.627238776,20.98252884,25.3208835,22,Demersal,gobies,Perciformes,Other,22
151743,Gobioidei,0,Animalia,Chordata,Actinopteri,Perciformes,0,0,Suborder,NA,27,0,0.01,3,Generic_Cube,Other,Other,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
125988,Gobius,"Linnaeus, 1758",Animalia,Chordata,Actinopteri,Perciformes,Gobiidae,Gobius,Genus,NA,27,0,0.01081637,3.0725,Mean_Species,Other,Demersal,24.97865234,2.028049158,411.0415687,5.878644224,1.137615738,1.627238776,20.98252884,25.3208835,22,Demersal,gobies,Perciformes,Other,27
126886,Gobius cobitis,"Pallas, 1814",Animalia,Chordata,Actinopteri,Perciformes,Gobiidae,Gobius,Species,Giant goby,27,2.08,0.011,3.11,FishBase,Other,Demersal,24.97865234,2.028049158,411.0415687,5.878644224,1.137615738,1.627238776,20.98252884,25.3208835,22,Demersal,gobies,Perciformes,Other,27
126890,Gobius gasteveni,"Miller, 1974",Animalia,Chordata,Actinopteri,Perciformes,Gobiidae,Gobius,Species,Steven's goby,12,1.8,0.0101,3.05,FishBase,Other,Demersal,24.97865234,2.028049158,411.0415687,5.878644224,1.137615738,1.627238776,20.98252884,25.3208835,22,Demersal,gobies,Perciformes,Other,12
126892,Gobius niger,"Linnaeus, 1758",Animalia,Chordata,Actinopteri,Perciformes,Gobiidae,Gobius,Species,Black goby,18,1.2,0.011,3.03,FishBase,Other,Demersal,24.97865234,2.028049158,411.0415687,5.878644224,1.137615738,1.627238776,20.98252884,25.3208835,22,Demersal,gobies,Perciformes,Other,18
126893,Gobius paganellus,"Linnaeus, 1758",Animalia,Chordata,Actinopteri,Perciformes,Gobiidae,Gobius,Species,Rock goby,13,1.15,0.0112,3.1,FishBase,Other,Demersal,24.97865234,2.028049158,411.0415687,5.878644224,1.137615738,1.627238776,20.98252884,25.3208835,22,Demersal,gobies,Perciformes,Other,13
126898,Gobiusculus flavescens,"(Fabricius, 1779)",Animalia,Chordata,Actinopteri,Perciformes,Gobiidae,Gobiusculus,Species,Two-spotted goby,6,1.68,0.00589,3.12,FB_Baysian_(Sub)family-body shape,Other,Demersal,24.97865234,2.028049158,411.0415687,5.878644224,1.137615738,1.627238776,20.98252884,25.3208835,22,Demersal,gobies,Perciformes,Other,6
126189,Gonostoma,"Rafinesque, 1810",Animalia,Chordata,Actinopteri,Stomiiformes,Gonostomatidae,Gonostoma,Genus,NA,27.5,0,0.00363,3.07,Mean_Species,Other,Pelagic,13.91044324,0.614789683,18.97807762,4.249806138,1.250946448,1.037042866,8.692957952,8.838878553,22,Bathypelagic,Elongated bristlemouth fish,Stomiiformes,Other,22
127296,Gonostoma elongatum,"Günther, 1878",Animalia,Chordata,Actinopteri,Stomiiformes,Gonostomatidae,Gonostoma,Species,Elongated bristlemouth fish,27.5,2.06,0.00363,3.07,FB_Baysian_(Sub)family-body shape,Other,Pelagic,13.91044324,0.614789683,18.97807762,4.249806138,1.250946448,1.037042866,8.692957952,8.838878553,22,Bathypelagic,Elongated bristlemouth fish,Stomiiformes,Other,22
158978,Guttigadus latifrons,"(Holt & Byrne, 1908)",Animalia,Chordata,Actinopteri,Gadiformes,Moridae,Guttigadus,Species,NONE,18.2,1.95,0.0038,3.12,FB_Baysian_(Sub)family-body shape,Other,Demersal,56.8028357,0.198222489,1375.001169,14.824057,4.403570555,0.333512134,34.05741734,11.59407685,11,Bathydemersal,Guttigadus latifrons,Gadiformes,Gadiformes,11
126753,Gymnammodytes cicerelus,"(Rafinesque, 1810)",Animalia,Chordata,Actinopteri,Perciformes,Ammodytidae,Gymnammodytes,Species,Mediterranean sand eel,17,2.25,0.0012,3.307,FishBase,Other,Other,24.97865234,2.028049158,411.0415687,5.878644224,1.137615738,1.627238776,20.98252884,25.3208835,54,Demersal,Sandeel,Perciformes,Other,17
126754,Gymnammodytes semisquamatus,"(Jourdain, 1879)",Animalia,Chordata,Actinopteri,Perciformes,Ammodytidae,Gymnammodytes,Species,Smooth sandeel,30,2.9,0.0006,3.476,FishBase,Other,Other,24.97865234,2.028049158,411.0415687,5.878644224,1.137615738,1.627238776,20.98252884,25.3208835,54,Demersal,Sandeel,Perciformes,Other,30
126489,Halargyreus johnsonii,"Günther, 1862",Animalia,Chordata,Actinopteri,Gadiformes,Moridae,Halargyreus,Species,Slender codling,56,2.35,0.0038,3.12,FB_Baysian_(Sub)family-body shape,Other,Pelagic,56.8028357,0.198222489,1375.001169,14.824057,4.403570555,0.333512134,34.05741734,11.59407685,35,Bathypelagic,Slender codling,Gadiformes,Gadiformes,35
126374,Halobatrachus didactylus,"(Bloch & Schneider, 1801)",Animalia,Chordata,Actinopteri,Batrachoidiformes,Batrachoididae,Halobatrachus,Species,Lusitanian toadfish,50,2.2,0.0166,3.03,FishBase,Other,Demersal,33.20102045,0.298688945,347.0195546,8.448904219,2.4649843,0.551904753,18.24043065,17.86556079,38,Demersal,Lusitanian toadfish,Batrachoidiformes,Other,38
