SpeciesSciName,fishbaseName,Genus,Species,Loo,K,Winfinity,tmax,tm,M,Lm,Temperature,maximum.length,Ecotype,common.name,LFI_Fung_list,DEMPEL,Order,Group,LFI_OSPAR_list
Diplecogaster bimaculata bimaculata,Diplecogaster bimaculata,Diplecogaster,bimaculata,8.749922504,0.701983078,6.998484994,3.774061695,1.083017178,1.336621101,5.445207647,17.92399521,4,Demersal,Two-spotted clingfish,,Demersal,Gobiesociformes,Other,Demersal
Diplodus annularis,Diplodus annularis,Diplodus,annularis,20.74724533,0.248683999,153.3442447,8.45057087,1.804819247,0.490386173,9.676883509,18.91754389,20,Benthopelagic,Annular seabream,,Demersal,Perciformes,Other,Demersal
Diplodus bellottii,Diplodus bellottii,Diplodus,bellottii,32.60147882,0.229220843,619.0986819,11.02185259,2.61961735,0.47989507,16.02785928,21.19084507,22,Benthopelagic,Senegal seabream,,Demersal,Perciformes,Other,Demersal
Diplodus cervinus cervinus,Diplodus cervinus,Diplodus,cervinus,41.25895697,0.147377273,1376.408972,21.37580211,4.730518084,0.27290526,21.43711365,18.74030941,49,Demersal,Zebra seabream,,Demersal,Perciformes,Other,Demersal
Diplodus puntazzo,Diplodus puntazzo,Diplodus,puntazzo,27.33349601,0.276369029,356.0977756,9.497262393,2.237568244,0.56396247,13.79274718,20.76714238,49,Benthopelagic,Sharpsnout seabream,,Demersal,Perciformes,Other,Demersal
Diplodus sargus sargus,Diplodus sargus sargus,Diplodus,sargus,NA,NA,NA,NA,NA,NA,NA,NA,44,Demersal,White seabream,,Demersal,Perciformes,Other,Demersal
Diplodus vulgaris,Diplodus vulgaris,Diplodus,vulgaris,33.72218198,0.232452902,675.1324861,9.604448175,2.448356257,0.513760669,16.46893946,19.11122561,48,Benthopelagic,Common two-banded seabream,,Demersal,Perciformes,Other,Demersal
Dipturus batis,Dipturus batis,Dipturus,batis,234.5787378,0.070574668,65185.48196,23.18843121,11.81551792,0.131650631,134.6219855,12.46797469,235,Demersal,Blue skate,Demersal,Demersal,Rajiformes,Elasmobranchii,Demersal
Dipturus linteus,Rajella lintea,Rajella,lintea,104.3380965,0.140703815,6417.451776,15.87432149,7.81621934,0.254206491,69.10121897,14.06143674,70,Bathydemersal,Sailray,Demersal,Demersal,Rajiformes,Elasmobranchii,Demersal
Dipturus nidarosiensis,Dipturus nidarosiensis,Dipturus,nidarosiensis,188.4144339,0.092357232,35336.33308,17.71672602,9.356429068,0.184539105,109.7471732,14.71177655,187,Bathydemersal,Black skate,,Demersal,Rajiformes,Elasmobranchii,Demersal
Dipturus oxyrinchus,Dipturus oxyrinchus,Dipturus,oxyrinchus,179.7128205,0.09671542,27077.5068,10.94759346,5.950294051,0.244959831,87.42360379,15.70030725,143,Bathydemersal,Longnosed skate,,Demersal,Rajiformes,Elasmobranchii,Demersal
Diretmus argenteus,Diretmus argenteus,Diretmus,argenteus,29.48571108,0.306217953,267.2136431,7.73193937,2.667259252,0.675082871,16.86864418,16.7782144,10,Bathypelagic,Silver spinyfin,,Demersal,Beryciformes,Other,Pelagic
Dysomma brevirostre,Dysomma brevirostre,Dysomma,brevirostre,94.10701419,0.209076224,4288.18749,12.24451535,3.640825039,0.346140862,48.07461051,12.57018067,23,Benthopelagic,Pignosed arrowtooth eel,,Demersal,Anguilliformes,Other,Other
Echiichthys vipera,Echiichthys vipera,Echiichthys,vipera,38.5911169,0.352035021,627.0822865,9.393363702,2.283093115,0.582582066,21.37318379,19.62415505,21,Demersal,Lesser weever,Demersal,Demersal,Perciformes,Other,Demersal
Echiodon dentatus,Echiodon dentatus,Echiodon,dentatus,36.85534903,0.320891841,379.1763846,8.735381807,2.527357386,0.556622362,20.81994326,14.82918514,23,Demersal,Pearlfish,,Demersal,Ophidiiformes,Other,Demersal
Echiodon drummondii,Echiodon drummondii,Echiodon,drummondii,36.85534903,0.320891841,379.1763846,8.735381807,2.527357386,0.556622362,20.81994326,14.82918514,42,Bathydemersal,Pearlfish,Demersal,Demersal,Ophidiiformes,Other,Demersal
Echiostoma barbatum,Echiostoma barbatum,Echiostoma,barbatum,23.53975671,0.423800313,85.86945688,6.273550591,1.825042802,0.668768087,14.26973939,7.239542332,21,Bathypelagic,Threadfin dragonfish,,Demersal,Stomiiformes,Other,Pelagic
Electrona risso,Electrona risso,Electrona,risso,6.660774232,1.095511701,2.75573568,2.34153022,0.717401222,2.375454702,4.193189874,16.3007081,6,Bathypelagic,Electric lanternfish,,Pelagic,Myctophiformes,Other,Pelagic
Enchelyopus cimbrius,Enchelyopus cimbrius,Enchelyopus,cimbrius,37.25170711,0.243394999,507.6093398,10.0510792,3.475113219,0.475186985,23.64705688,10.58040116,45,Demersal,Four-bearded rockling,Demersal,Demersal,Gadiformes,Gadiformes,Demersal
Engraulis encrasicolus,Engraulis encrasicolus,Engraulis,encrasicolus,18.20784085,0.484485198,36.55964689,4.753236795,1.16282032,0.858747909,10.22422003,14.16980523,28,Pelagic,Anchovy,,Pelagic,Clupeiformes,Other,Pelagic
Entelurus aequoreus,Entelurus aequoreus,Entelurus,aequoreus,18.2326476,0.96196836,11.68263825,3.899769042,0.887895413,1.065511573,10.57899914,17.63615351,56,Demersal,Snake pipefish,Demersal,Demersal,Syngnathiformes,Other,Demersal
Ephippion guttifer,Ephippion guttifer,Ephippion,guttifer,29.62715653,0.480316932,525.3195918,5.969297314,1.832532853,0.942314837,17.41358922,19.107776,43,Demersal,Prickly puffer,,Demersal,Tetraodontiformes,Other,Demersal
Epigonus denticulatus,Epigonus denticulatus,Epigonus,denticulatus,68.45381962,0.167951157,3612.423678,21.20398209,4.692469628,0.222914983,37.62805701,16.93231325,21,Bathydemersal,Pencil cardinal,,Demersal,Perciformes,Other,Demersal
Epigonus telescopus,Epigonus telescopus,Epigonus,telescopus,127.4532745,0.070709063,24773.59879,47.21182006,10.20052738,0.088571924,66.86067743,14.28197695,42,Bathydemersal,Black cardinal fish,,Demersal,Perciformes,Other,Demersal
Epinephelus caninus,Epinephelus caninus,Epinephelus,caninus,101.3402781,0.111590649,14589.66126,25.04306334,8.199110847,0.195058346,54.88698912,23.33652711,25,Demersal,Dogtooth grouper,,Demersal,Perciformes,Other,Demersal
Etmopterus princeps,Etmopterus princeps,Etmopterus,princeps,85.86053284,0.068054489,4443.549068,41.05756352,21.0354999,0.121515473,63.10109482,11.45901377,32,Bathydemersal,Great lanternshark,,Demersal,Squaliformes,Elasmobranchii,Demersal
Etmopterus pusillus,Etmopterus pusillus,Etmopterus,pusillus,85.86053284,0.068054489,4443.549068,41.05756352,21.0354999,0.121515473,63.10109482,11.45901377,44,Benthopelagic,Smooth lanternshark,,Demersal,Squaliformes,Elasmobranchii,Demersal
Etmopterus spinax,Etmopterus spinax,Etmopterus,spinax,85.86053284,0.068054489,4443.549068,41.05756352,21.0354999,0.121515473,63.10109482,11.45901377,61,Bathydemersal,Velvet belly,Demersal,Demersal,Squaliformes,Elasmobranchii,Demersal
Eutrigla gurnardus,Eutrigla gurnardus,Eutrigla,gurnardus,36.95081416,0.342346592,410.2022195,11.46803561,3.714844477,0.465526731,24.29060791,11.46677502,58,Demersal,Grey gurnard,Demersal,Demersal,Scorpaeniformes,Scorpaeniformes,Demersal
Evermannella balbo,Evermannella balbo,Evermannella,balbo,26.04982061,0.5065954,109.7618608,5.084383986,1.507609399,0.876932643,14.8216515,14.16252055,12,Bathypelagic,Balbo sabretooth,,Demersal,Aulopiformes,Other,Pelagic
Facciolella oxyrhyncha,Facciolella oxyrhyncha,Facciolella,oxyrhyncha,69.47671695,0.228845896,1592.010177,11.41145825,3.373873195,0.36175517,37.6271418,7.793800245,71,Demersal,Facciola's sorcerer,,Demersal,Anguilliformes,Other,Demersal
Gadella maraldi,Gadella maraldi,Gadella,maraldi,56.8028357,0.198222489,1375.001169,14.824057,4.403570555,0.333512134,34.05741734,11.59407685,22,Benthopelagic,Gadella,,Demersal,Gadiformes,Gadiformes,Demersal
Gadiculus argenteus,Gadiculus argenteus,Gadiculus,argenteus,17.04805002,0.465078384,50.92828026,4.187524972,1.155929061,1.079030804,9.503762257,13.52843448,21,Pelagic,Silvery pout,Demersal,Demersal,Gadiformes,Gadiformes,Pelagic
Gadiculus thori,Gadiculus thori,Gadiculus,thori,17.88106905,0.559053362,54.65143845,4.962012867,1.294513362,1.021390612,11.27508481,11.34799416,17,Pelagic,Silver,,Pelagic,Gadiformes,Gadiformes,Pelagic
Gadus morhua,Gadus morhua,Gadus,morhua,105.8507373,0.168489075,12310.01753,15.02334154,2.135371745,0.270287992,45.13793497,5.563263664,140,Benthopelagic,Cod,Demersal,Demersal,Gadiformes,Gadiformes,Demersal
Gaidropsarus argentatus,Gaidropsarus argentatus,Gaidropsarus,argentatus,45.83739959,0.26151154,875.3861652,10.99769127,3.405952076,0.462495203,28.2142552,11.7108634,31,Bathydemersal,Arctic rockling,Demersal,Demersal,Gadiformes,Gadiformes,Demersal
Gaidropsarus biscayensis,Gaidropsarus biscayensis,Gaidropsarus,biscayensis,45.83739959,0.26151154,875.3861652,10.99769127,3.405952076,0.462495203,28.2142552,11.7108634,18,Benthopelagic,Mediterranean bigeye rockling,,Demersal,Gadiformes,Gadiformes,Demersal
Gaidropsarus macrophthalmus,Gaidropsarus macrophthalmus,Gaidropsarus,macrophthalmus,45.83739959,0.26151154,875.3861652,10.99769127,3.405952076,0.462495203,28.2142552,11.7108634,27,Demersal,Bigeye rockling,,Demersal,Gadiformes,Gadiformes,Demersal
Gaidropsarus mediterraneus,Gaidropsarus mediterraneus,Gaidropsarus,mediterraneus,32.39096909,0.37386335,314.2833098,8.097122928,2.473134657,0.653800866,20.59225344,13.19204468,29,Demersal,Shore rockling,Demersal,Demersal,Gadiformes,Gadiformes,Demersal
Gaidropsarus vulgaris,Gaidropsarus vulgaris,Gaidropsarus,vulgaris,45.83739959,0.26151154,875.3861652,10.99769127,3.405952076,0.462495203,28.2142552,11.7108634,50,Demersal,Three-bearded rockling,Demersal,Demersal,Gadiformes,Gadiformes,Demersal
Galeorhinus galeus,Galeorhinus galeus,Galeorhinus,galeus,175.2098597,0.126130339,27951.02846,45.54843335,12.63586846,0.10510225,130.6444133,16.47136249,180,Benthopelagic,Tope,Demersal,Demersal,Carcharhiniformes,Elasmobranchii,Demersal
Galeus atlanticus,Galeus atlanticus,Galeus,atlanticus,121.1463967,0.180179494,7511.545734,15.8082134,5.783051623,0.264547451,76.2641265,16.08713706,56,Bathydemersal,Atlantic sawtail cat shark,,Demersal,Carcharhiniformes,Elasmobranchii,Demersal
Galeus melastomus,Galeus melastomus,Galeus,melastomus,121.1463967,0.180179494,7511.545734,15.8082134,5.783051623,0.264547451,76.2641265,16.08713706,100,Demersal,Black mouthed dogfish,Demersal,Demersal,Carcharhiniformes,Elasmobranchii,Demersal
Galeus murinus,Galeus murinus,Galeus,murinus,121.1463967,0.180179494,7511.545734,15.8082134,5.783051623,0.264547451,76.2641265,16.08713706,59,Bathydemersal,Mouse catshark,,Demersal,Carcharhiniformes,Elasmobranchii,Demersal
Gasterosteus aculeatus aculeatus,Gasterosteus aculeatus,Gasterosteus,aculeatus,7.091768081,1.746015515,2.975436006,2.644246029,0.531860066,1.944565444,4.735745848,12.15818219,13,Bathydemersal,Three-spined stickleback,,Demersal,Gasterosteiformes,Other,Demersal
Gasterosteus aculeatus williamsoni,Gasterosteus aculeatus,Gasterosteus,aculeatus,7.091768081,1.746015515,2.975436006,2.644246029,0.531860066,1.944565444,4.735745848,12.15818219,7,Bathydemersal,Three-spined stickleback,,Demersal,Gasterosteiformes,Other,Demersal
Glossanodon leioglossus,Glossanodon leioglossus,Glossanodon,leioglossus,22.57741883,0.502945619,96.141161,6.357582124,2.214493865,0.936850579,15.23734707,14.91658587,18,Bathydemersal,Smalltoothed argentine,,Demersal,Osmeriformes,Other,Demersal
Glyptocephalus cynoglossus,Glyptocephalus cynoglossus,Glyptocephalus,cynoglossus,43.42856301,0.202210623,617.5310182,22.71093981,5.601040141,0.22485103,26.95226941,8.06672389,54,Demersal,Witch,Demersal,Demersal,Pleuronectiformes,Pleuronectiformes,Demersal
Gnathophis mystax,Gnathophis mystax,Gnathophis,mystax,75.94278165,0.153173129,3380.001557,14.69487227,4.53993652,0.287736664,39.17870861,11.51579105,65,Demersal,Thinlip conger,,Demersal,Anguilliformes,Other,Demersal
Gobiidae,Oreochromis niloticus,Oreochromis,niloticus,24.97865234,2.028049158,411.0415687,5.878644224,1.137615738,1.627238776,20.98252884,25.3208835,22,Demersal,gobies,Demersal,Demersal,Perciformes,Other,Demersal
Gonostoma elongatum,Sigmops elongatus,Sigmops,elongatus,13.91044324,0.614789683,18.97807762,4.249806138,1.250946448,1.037042866,8.692957952,8.838878553,22,Bathypelagic,Elongated bristlemouth fish,,Demersal,Stomiiformes,Other,Pelagic
Guttigadus latifrons,Guttigadus latifrons,Guttigadus,latifrons,56.8028357,0.198222489,1375.001169,14.824057,4.403570555,0.333512134,34.05741734,11.59407685,11,Bathydemersal,Guttigadus latifrons,,Demersal,Gadiformes,Gadiformes,Demersal
Halargyreus johnsonii,Halargyreus johnsonii,Halargyreus,johnsonii,56.8028357,0.198222489,1375.001169,14.824057,4.403570555,0.333512134,34.05741734,11.59407685,35,Bathypelagic,Slender codling,,Demersal,Gadiformes,Gadiformes,Pelagic
Halobatrachus didactylus,Halobatrachus didactylus,Halobatrachus,didactylus,33.20102045,0.298688945,347.0195546,8.448904219,2.4649843,0.551904753,18.24043065,17.86556079,38,Demersal,Lusitanian toadfish,,Demersal,Batrachoidiformes,Other,Demersal
Helicolenus dactylopterus,Helicolenus dactylopterus,Helicolenus,dactylopterus,36.49849331,0.119091189,761.5364897,19.12695929,6.937960722,0.16863379,23.92849051,16.31019971,51,Bathydemersal,Bluemouth,Demersal,Demersal,Scorpaeniformes,Scorpaeniformes,Demersal
Heptranchias perlo,Heptranchias perlo,Heptranchias,perlo,174.19626,0.148901682,27583.66828,19.17929769,7.55704065,0.236471314,104.168875,17.21433458,131,Bathydemersal,Sharpnose sevengill shark,,Demersal,Hexanchiformes,Elasmobranchii,Demersal
Hexanchus griseus,Hexanchus griseus,Hexanchus,griseus,174.19626,0.148901682,27583.66828,19.17929769,7.55704065,0.236471314,104.168875,17.21433458,220,Bathydemersal,Bluntnose sixgill shark,,Demersal,Hexanchiformes,Elasmobranchii,Demersal
Hippocampus guttulatus,Hippocampus guttulatus,Hippocampus,guttulatus,14.95892876,1.148085201,7.308397137,3.450769919,0.742232999,1.225440757,8.612449969,22.39212004,15,Demersal,Long-snouted seahorse,,Demersal,Syngnathiformes,Other,Demersal
Hippocampus hippocampus,Hippocampus hippocampus,Hippocampus,hippocampus,13.24164195,1.431448573,4.903162846,3.154408755,0.639884296,1.333122319,7.939443338,22.69293265,16,Demersal,Short-snouted seahorse,,Demersal,Syngnathiformes,Other,Demersal
Hippoglossoides platessoides,Hippoglossoides platessoides,Hippoglossoides,platessoides,62.57896503,0.107111676,2558.348951,26.9517304,7.478051256,0.210817512,31.93003815,3.096044375,49,Demersal,Long rough dab,Demersal,Demersal,Pleuronectiformes,Pleuronectiformes,Demersal
Hippoglossus hippoglossus,Hippoglossus hippoglossus,Hippoglossus,hippoglossus,204.4979165,0.065355646,144635.4726,42.93345149,12.68490419,0.116466519,97.33570836,9.927141091,155,Demersal,Halibut,Demersal,Demersal,Pleuronectiformes,Pleuronectiformes,Demersal
Hoplostethus atlanticus,Hoplostethus atlanticus,Hoplostethus,atlanticus,59.35313396,0.069120133,1875.593084,21.80237706,8.624113008,0.19221862,30.21077215,11.80892144,8,Bathypelagic,Orange roughy,,Demersal,Beryciformes,Other,Pelagic
Hoplostethus cadenati,Hoplostethus cadenati,Hoplostethus,cadenati,39.29785412,0.119547558,513.8762019,13.92551255,5.374366416,0.317792487,20.91703223,13.5974265,26,Bathypelagic,Black slimehead,,Demersal,Beryciformes,Other,Pelagic
Hoplostethus mediterraneus mediterraneus,Hoplostethus mediterraneus,Hoplostethus,mediterraneus,30.03811198,0.129190887,195.2442835,11.93657981,4.754130815,0.360483231,16.12680186,13.79553762,29,Benthopelagic,Mediterranean slimehead,,Demersal,Beryciformes,Other,Demersal
Howella brodiei,Howella brodiei,Howella,brodiei,12.30933957,0.598558538,16.61592198,6.242360026,1.450776084,0.831965161,8.308410751,7.419685329,9,Bathypelagic,Pelagic basslet,,Demersal,Perciformes,Other,Pelagic
Howella sherborni,Howella sherborni,Howella,sherborni,18.01574741,0.501494734,55.73454679,7.15329696,1.687491005,0.738792476,11.38417892,11.4878419,6,Bathypelagic,Sherborn's pelagic bass,,Demersal,Perciformes,Other,Pelagic
Hydrolagus mirabilis,Hydrolagus mirabilis,Hydrolagus,mirabilis,93.88084601,0.166568093,6104.378267,16.46784584,5.717155122,0.281248925,55.00332871,13.94886675,52,Bathydemersal,Large-eyed rabbitfish,,Demersal,Chimaeriformes,Other,Demersal
Hygophum benoiti,Hygophum benoiti,Hygophum,benoiti,9.461291883,0.657286867,8.326966067,3.568326793,1.11430565,1.49470543,5.712577048,15.12030665,6,Bathypelagic,Benoit's lantern fish,,Demersal,Myctophiformes,Other,Pelagic
Hymenocephalus gracilis,Hymenogadus gracilis,Hymenogadus,gracilis,51.19674323,0.165442341,834.1100553,20.84235937,5.900143448,0.268193661,31.01452553,13.11999846,3,Bathypelagic,Slender membranehead,,Demersal,Gadiformes,Gadiformes,Pelagic
Hymenocephalus italicus,Hymenocephalus italicus,Hymenocephalus,italicus,46.04807982,0.194976748,604.1752258,18.24659976,5.128236759,0.312299762,28.20219262,13.95451151,22,Benthopelagic,Glasshead grenadier,,Demersal,Gadiformes,Gadiformes,Demersal
Hyperoplus immaculatus,Hyperoplus immaculatus,Hyperoplus,immaculatus,31.03631636,0.384839106,188.0679214,9.578399246,2.372489268,0.631498122,18.48672497,12.45711668,54,Demersal,Sandeel,,Demersal,Perciformes,Other,Demersal
Icelus bicornis,Icelus bicornis,Icelus,bicornis,23.6449772,0.230005835,146.0224993,9.934476545,3.06049427,0.410487559,13.57903937,9.745906954,10,Demersal,Twohorn sculpin,,Demersal,Scorpaeniformes,Scorpaeniformes,Demersal
Labrus bergylta,Labrus bergylta,Labrus,bergylta,47.83418197,0.127729141,1934.661519,25.10097712,5.978434906,0.201017352,26.66104923,12.99510245,48,Demersal,Ballan wrasse,,Demersal,Perciformes,Other,Demersal
Labrus mixtus,Labrus mixtus,Labrus,mixtus,35.73543767,0.168351342,828.7496093,16.41755229,4.096228065,0.31364681,18.93523007,18.54038776,37,Demersal,Cuckoo wrasse,,Demersal,Perciformes,Other,Demersal
Lamna nasus,Lamna nasus,Lamna,nasus,300.9485137,0.091360565,198596.7764,30.52964129,12.93416851,0.152397888,184.5174984,9.894828787,205,Pelagic,Porbeagle,,Pelagic,Lamniformes,Elasmobranchii,Pelagic
Lampadena,Oreochromis niloticus,Oreochromis,niloticus,24.97865234,2.028049158,411.0415687,5.878644224,1.137615738,1.627238776,20.98252884,25.3208835,21,Bathypelagic,Lanternfishes,,Pelagic,Myctophiformes,Other,Pelagic
Lampanyctus crocodilus,Lampanyctus crocodilus,Lampanyctus,crocodilus,9.461291883,0.657286867,8.326966067,3.568326793,1.11430565,1.49470543,5.712577048,15.12030665,22,Bathypelagic,Jewel lanternfish,,Pelagic,Myctophiformes,Other,Pelagic
Lampanyctus photonotus,Lampanyctus photonotus,Lampanyctus,photonotus,9.461291883,0.657286867,8.326966067,3.568326793,1.11430565,1.49470543,5.712577048,15.12030665,10,Bathypelagic,Lanternfish,,Pelagic,Myctophiformes,Other,Pelagic
Lampetra fluviatilis,Lampetra fluviatilis,Lampetra,fluviatilis,24.88410084,0.222549287,146.257768,8.161819822,3.191473565,0.559489576,14.61529221,15.475582,39,Demersal,European river lamprey,Demersal,Demersal,Petromyzontiformes,Other,Demersal
Lepadogaster lepadogaster,Lepadogaster lepadogaster,Lepadogaster,lepadogaster,8.749922504,0.701983078,6.998484994,3.774061695,1.083017178,1.336621101,5.445207647,17.92399521,7,Demersal,Shore clingfish,,Demersal,Gobiesociformes,Other,Demersal
Lepidion eques,Lepidion eques,Lepidion,eques,42.32149745,0.23105072,799.588604,13.97124815,4.430524928,0.405509786,27.52617628,18.69725123,27,Benthopelagic,North Atlantic codling,,Demersal,Gadiformes,Gadiformes,Demersal
Lepidopus caudatus,Lepidopus caudatus,Lepidopus,caudatus,153.4023015,0.233192075,6630.825289,11.91314569,2.89970693,0.322197825,70.04871762,11.84278688,178,Benthopelagic,Silver scabbardfish,,Demersal,Perciformes,Other,Demersal
Lepidorhombus boscii,Lepidorhombus boscii,Lepidorhombus,boscii,37.25842391,0.186755396,496.362839,11.54998779,2.562569396,0.382137578,15.91915961,13.96311307,54,Demersal,Four spot megrim,,Demersal,Pleuronectiformes,Pleuronectiformes,Demersal
Lepidorhombus whiffiagonis,Lepidorhombus whiffiagonis,Lepidorhombus,whiffiagonis,51.22505823,0.154853753,1150.876367,13.14004585,2.708040959,0.301679286,20.24996872,10.37886319,65,Bathydemersal,Megrim,Demersal,Demersal,Pleuronectiformes,Pleuronectiformes,Demersal
Lepidotrigla cavillone,Lepidotrigla cavillone,Lepidotrigla,cavillone,18.22359669,0.409763611,76.42217014,7.646339323,2.386673099,0.714663633,11.01320775,18.65257885,17,Demersal,Large-scaled gurnard,,Demersal,Scorpaeniformes,Scorpaeniformes,Demersal
Lepidotrigla dieuzeidei,Lepidotrigla dieuzeidei,Lepidotrigla,dieuzeidei,24.55090686,0.361818805,168.7904795,8.918198559,2.772334333,0.596727039,14.71115727,16.8096246,20,Demersal,Spiny gurnard,,Demersal,Scorpaeniformes,Scorpaeniformes,Demersal
Leptagonus decagonus,Leptagonus decagonus,Leptagonus,decagonus,21.60259291,0.310558234,90.80467669,7.33462935,2.361428716,0.581818532,12.437972,10.7041871,12,Demersal,Atlantic poacher,Demersal,Demersal,Scorpaeniformes,Scorpaeniformes,Demersal
Leptoclinus maculatus,Leptoclinus maculatus,Leptoclinus,maculatus,35.79711058,0.241145487,512.7654797,12.27154095,3.058738898,0.419592757,20.04163933,14.76994279,21,Demersal,Spotted snake blenny,Demersal,Demersal,Perciformes,Other,Demersal
Lestidiops jayakari jayakari,Lestidiops jayakari,Lestidiops,jayakari,22.62482613,0.585636479,63.090369,4.645165379,1.365874546,0.944792498,13.49229141,10.14637234,20,Bathypelagic,Pacific barracudina,,Demersal,Aulopiformes,Other,Pelagic
Leucoraja circularis,Leucoraja circularis,Leucoraja,circularis,83.17520807,0.160253763,3197.588949,14.95672525,7.087821266,0.269428138,57.32403327,13.10095208,142,Demersal,Sandy ray,Demersal,Demersal,Rajiformes,Elasmobranchii,Demersal
Leucoraja fullonica,Leucoraja fullonica,Leucoraja,fullonica,83.17520807,0.160253763,3197.588949,14.95672525,7.087821266,0.269428138,57.32403327,13.10095208,129,Bathydemersal,Shagreen ray,Demersal,Demersal,Rajiformes,Elasmobranchii,Demersal
Leucoraja naevus,Leucoraja naevus,Leucoraja,naevus,83.66008501,0.138692267,3134.166003,17.48017741,8.110594577,0.219614987,58.74995775,10.09304142,90,Demersal,Cuckoo ray,Demersal,Demersal,Rajiformes,Elasmobranchii,Demersal
Limanda limanda,Limanda limanda,Limanda,limanda,31.66794671,0.318680443,416.9005177,11.32403506,2.556098726,0.361263931,16.06727659,9.672475691,47,Demersal,Common dab,Demersal,Demersal,Pleuronectiformes,Pleuronectiformes,Demersal
Liparis liparis liparis,Liparis liparis,Liparis,liparis,16.19644699,0.624337685,41.95080999,5.047592026,1.486590034,0.985566562,10.08950028,15.48650288,19,Demersal,Striped seasnail,,Demersal,Scorpaeniformes,Scorpaeniformes,Demersal
Liparis montagui,Liparis montagui,Liparis,montagui,16.19644699,0.624337685,41.95080999,5.047592026,1.486590034,0.985566562,10.08950028,15.48650288,16,Demersal,Montagu's seasnail,Demersal,Demersal,Scorpaeniformes,Scorpaeniformes,Demersal
Lithognathus mormyrus,Lithognathus mormyrus,Lithognathus,mormyrus,36.43230871,0.212321475,641.0518476,13.41748386,3.103116263,0.471126806,17.73757727,19.00832022,41,Demersal,Striped seabream,,Demersal,Perciformes,Other,Demersal
Liza aurata,Liza aurata,Liza,aurata,51.49784992,0.22438594,2289.194716,7.908776046,2.437878512,0.399683023,25.99399933,17.28914641,64,Pelagic,Golden grey mullet,,Pelagic,Perciformes,Other,Pelagic
Liza ramada,Liza ramada,Liza,ramada,44.94193245,0.245597725,1050.972803,9.926914108,2.784700207,0.397173801,24.10077588,18.20324807,63,Pelagic,Thinlip grey mullet,,Pelagic,Perciformes,Other,Pelagic
Lobianchia dofleini,Lobianchia dofleini,Lobianchia,dofleini,4.997798882,1.236946996,1.43116692,1.846025304,0.593541678,3.27633775,3.038478729,21.73736243,7,Bathypelagic,Dofleini's lantern fish,,Demersal,Myctophiformes,Other,Pelagic
Lobianchia gemellarii,Lobianchia gemellarii,Lobianchia,gemellarii,6.876455046,0.901681216,3.45214113,2.566558309,0.813256936,2.212952739,4.166238573,18.42883454,8,Bathypelagic,Cocco's lantern fish,,Demersal,Myctophiformes,Other,Pelagic
Lophius budegassa,Lophius budegassa,Lophius,budegassa,88.00125121,0.111574668,8190.972785,12.75887695,4.068755711,0.283183315,34.91238207,14.14108815,92,Bathydemersal,Black bellied angler,Demersal,Demersal,Lophiiformes,Other,Demersal
Lophius piscatorius,Lophius piscatorius,Lophius,piscatorius,138.9726673,0.110838957,31870.29554,11.68497458,3.918261945,0.286677204,53.03474697,12.91271296,143,Bathydemersal,Angler,Demersal,Demersal,Lophiiformes,Other,Demersal
Lumpenus lampretaeformis,Lumpenus lampretaeformis,Lumpenus,lampretaeformis,46.44062693,0.19427219,988.4524787,15.30880355,3.828758,0.320470897,26.07680749,10.58399387,45,Demersal,Snakeblenny,Demersal,Demersal,Perciformes,Other,Demersal
Lycenchelys sarsii,Lycenchelys sarsii,Lycenchelys,sarsii,43.41991165,0.247033254,658.3456853,11.18346425,2.926060734,0.462673348,23.31579859,13.67314888,19,Bathydemersal,Sar's wolf eel,Demersal,Demersal,Perciformes,Other,Demersal
Lycodes gracilis,Lycodes gracilis,Lycodes,gracilis,56.64034455,0.225692027,1216.402807,11.71970092,3.229544522,0.437323774,30.05757121,9.341776906,27,Demersal,Eelpout,,Demersal,Perciformes,Other,Demersal
Lycodes vahlii,Lycodes vahlii,Lycodes,vahlii,57.43247972,0.2247158,1296.764056,11.69803966,3.226911073,0.440643762,30.25258972,10.18229882,57,Bathydemersal,Vahl's eelpout,Demersal,Demersal,Perciformes,Other,Demersal
Macroparalepis affinis,Macroparalepis affinis,Macroparalepis,affinis,23.10341333,0.59904822,73.24824092,4.473815881,1.316700025,1.006509349,13.44051952,13.55849016,19,Bathypelagic,Macroparalepis affine,,Demersal,Aulopiformes,Other,Pelagic
Macroramphosus scolopax,Macroramphosus scolopax,Macroramphosus,scolopax,16.96592711,0.528600717,26.41166849,4.898465908,1.377381658,0.942424623,9.610450607,16.67793433,27,Demersal,Longspine snipefish,,Demersal,Syngnathiformes,Other,Demersal
Macrourus berglax,Macrourus berglax,Macrourus,berglax,80.57338842,0.084646586,3454.707064,35.49710172,10.36509141,0.147311364,46.0527176,11.35431481,66,Benthopelagic,Rough-head grenadier,,Demersal,Gadiformes,Gadiformes,Demersal
Malacocephalus laevis,Malacocephalus laevis,Malacocephalus,laevis,51.19674323,0.165442341,834.1100553,20.84235937,5.900143448,0.268193661,31.01452553,13.11999846,79,Bathydemersal,Softhead rat tail,,Demersal,Gadiformes,Gadiformes,Demersal
Margrethia obtusirostra,Margrethia obtusirostra,Margrethia,obtusirostra,13.91044324,0.614789683,18.97807762,4.249806138,1.250946448,1.037042866,8.692957952,8.838878553,4,Bathypelagic,Bighead portholefish,,Demersal,Stomiiformes,Other,Pelagic
